pose_id,display_name,sanskrit_simplified_primary,sanskrit_latin_primary,category,subcategory,difficulty,pose_url,suggested_filename
SplitsFrontArmsUp,Front Splits with Arms Up,hanumanasana,hanumānāsana,seated,balancing,expert,https://pocketyoga.com/pose/SplitsFrontArmsUp,Front_Splits_with_Arms_Up_Hanumanasana
SplitsFrontBind,Front Splits with Bind,hanumanasana,hanumānāsana,seated,balancing,expert,https://pocketyoga.com/pose/SplitsFrontBind,Front_Splits_with_Bind_Hanumanasana
SplitsFrontForward,Front Splits Forward Bend,hanumanasana,hanumānāsana,seated,balancing,expert,https://pocketyoga.com/pose/SplitsFrontForward,Front_Splits_Forward_Bend_Hanumanasana
SplitsStanding,Standing Splits,urdhva prasarita eka padasana,ūrdhva prasārita eka pādāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/SplitsStanding,Standing_Splits_Urdhva_Prasarita_Eka_Padasana
SplitsStandingBentKnee,Standing Splits with Bent Knee,,,standing,balancing,intermediate,https://pocketyoga.com/pose/SplitsStandingBentKnee,Standing_Splits_with_Bent_Knee
SplitsStandingBound,Balancing Standing Splits,urdhva prasarita eka padasana,ūrdhva prasārita eka pādāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/SplitsStandingBound,Balancing_Standing_Splits_Urdhva_Prasarita_Eka_Padasana
SplitsWide,Wide Splits,samakonasana,samakoṇāsana,seated,balancing,expert,https://pocketyoga.com/pose/SplitsWide,Wide_Splits_Samakonasana
Staff,Staff,dandasana,daṇḍāsana,seated,neutral,beginner,https://pocketyoga.com/pose/Staff,Staff_Dandasana
StaffInverted,Inverted Staff,dvi pada viparita dandasana,dvi pāda viparīta daṇḍāsana,arm_leg_support,backbend,expert,https://pocketyoga.com/pose/StaffInverted,Inverted_Staff_Dvi_Pada_Viparita_Dandasana
StaffInvertedLegUp,One Legged Inverted Staff,eka pada viparita dandasana,eka pāda viparīta daṇḍāsana,arm_leg_support,backbend,expert,https://pocketyoga.com/pose/StaffInvertedLegUp,One_Legged_Inverted_Staff_Eka_Pada_Viparita_Dandasana
StaffInvertedPreparation,Inverted Staff (Preparation),,,arm_leg_support,backbend,expert,https://pocketyoga.com/pose/StaffInvertedPreparation,Inverted_Staff_Preparation
StandingFootBehindHead,Standing Leg Behind the Head,durvasasana,dūrvāsāsana,standing,balancing,expert,https://pocketyoga.com/pose/StandingFootBehindHead,Standing_Leg_Behind_the_Head_Durvasasana
StandingForwardBendFootBehindHead,Standing Leg Behind the Head Forward Bend,richikasana,ṛcīkāsana,standing,forward_bend,expert,https://pocketyoga.com/pose/StandingForwardBendFootBehindHead,Standing_Leg_Behind_the_Head_Forward_Bend_Richikasana
StandingForwardBendHalfLotus,Standing Half Bound Lotus Forward Bend,ardha baddha padmottanasana,ardha baddha padmottānāsana,standing,forward_bend,intermediate,https://pocketyoga.com/pose/StandingForwardBendHalfLotus,Standing_Half_Bound_Lotus_Forward_Bend_Ardha_Baddha_Padmottanasana
StandingForwardBendHalfLotusPreparation,Standing Half Bound Lotus Forward Bend (Preparation),,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/StandingForwardBendHalfLotusPreparation,Standing_Half_Bound_Lotus_Forward_Bend_Preparation
StandingHalfLotus,Standing Half Lotus,ardha padmasana,ardha padmāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/StandingHalfLotus,Standing_Half_Lotus_Ardha_Padmasana
StandingHalfLotusBound,Standing Half Bound Lotus,,,standing,balancing,intermediate,https://pocketyoga.com/pose/StandingHalfLotusBound,Standing_Half_Bound_Lotus
StandingHandToToe,Standing Hand to Big Toe (Preparation),,,standing,balancing,expert,https://pocketyoga.com/pose/StandingHandToToe,Standing_Hand_to_Big_Toe_Preparation
StandingHandToToeExtended,Extended Standing Hand to Big Toe,utthita hasta padangushthasana b,utthita hasta pādāṅguṣṭhāsana b,standing,balancing,expert,https://pocketyoga.com/pose/StandingHandToToeExtended,Extended_Standing_Hand_to_Big_Toe_Utthita_Hasta_Padangushthasana_B
StandingHandToToeFull,Standing Hand to Big Toe,utthita hasta padangushthasana a,utthita hasta pādāṅguṣṭhāsana a,standing,balancing,expert,https://pocketyoga.com/pose/StandingHandToToeFull,Standing_Hand_to_Big_Toe_Utthita_Hasta_Padangushthasana_A
StandingHandToToeHandsOnHips,One Legged Mountain,utthita hasta padangushthasana c,utthita hasta pādāṅguṣṭhāsana c,standing,balancing,intermediate,https://pocketyoga.com/pose/StandingHandToToeHandsOnHips,One_Legged_Mountain_Utthita_Hasta_Padangushthasana_C
StandingHandToToeRevolved,Revolved Standing Hand to Big Toe,parivritta hasta padangushthasana,parivṛtta hasta pādāṅguṣṭhāsana,standing,twist,expert,https://pocketyoga.com/pose/StandingHandToToeRevolved,Revolved_Standing_Hand_to_Big_Toe_Parivritta_Hasta_Padangushthasana
StandingHeadToKnee,Standing Head to Knee,dandayamana janu shirshasana,daṇḍayamana jānu śīrṣāsana,standing,balancing,expert,https://pocketyoga.com/pose/StandingHeadToKnee,Standing_Head_to_Knee_Dandayamana_Janu_Shirshasana
StandingHeadToKneePreparation,Standing Head to Knee (Foot Hold),,,standing,balancing,intermediate,https://pocketyoga.com/pose/StandingHeadToKneePreparation,Standing_Head_to_Knee_Foot_Hold
StandingHeadToKneePreparationStraightBack,Standing Head to Knee (Preparation),,,standing,balancing,intermediate,https://pocketyoga.com/pose/StandingHeadToKneePreparationStraightBack,Standing_Head_to_Knee_Preparation
StandingKneeToChest,Standing Knee to Chest,utthita pavanamuktasana,utthita pavanamuktāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/StandingKneeToChest,Standing_Knee_to_Chest_Utthita_Pavanamuktasana
StandingMarichi,Standing Sage Marichi's,,,standing,balancing,expert,https://pocketyoga.com/pose/StandingMarichi,Standing_Sage_Marichi_s
Star,Star,utthita tadasana,utthita tāḍāsana,standing,neutral,beginner,https://pocketyoga.com/pose/Star,Star_Utthita_Tadasana
StarArmsUp,Star with Arms Up,,,standing,neutral,beginner,https://pocketyoga.com/pose/StarArmsUp,Star_with_Arms_Up
StarHandsInterlaced,Star with Hands Interlaced,,,standing,neutral,beginner,https://pocketyoga.com/pose/StarHandsInterlaced,Star_with_Hands_Interlaced
StarHandsOnHips,Star with Hands on Hips,,,standing,neutral,beginner,https://pocketyoga.com/pose/StarHandsOnHips,Star_with_Hands_on_Hips
StarReversePrayer,Star with Reverse Prayer Hands,,,standing,neutral,beginner,https://pocketyoga.com/pose/StarReversePrayer,Star_with_Reverse_Prayer_Hands
StarWideStance,Wide Star,,,standing,neutral,beginner,https://pocketyoga.com/pose/StarWideStance,Wide_Star
StarWideStanceArmsUp,Wide Star with Arms Up,,,standing,neutral,beginner,https://pocketyoga.com/pose/StarWideStanceArmsUp,Wide_Star_with_Arms_Up
SuperSoldier,Super Soldier,,,standing,balancing,expert,https://pocketyoga.com/pose/SuperSoldier,Super_Soldier
SupineAngle,Supine Angle,supta konasana,supta koṇāsana,arm_balance_and_inversion,forward_bend,intermediate,https://pocketyoga.com/pose/SupineAngle,Supine_Angle_Supta_Konasana
SupineBellyTwist,Supine Belly Twist,jathara parivartanasana,jaṭhara parivartānāsana,supine,twist,beginner,https://pocketyoga.com/pose/SupineBellyTwist,Supine_Belly_Twist_Jathara_Parivartanasana
SupineBellyTwistPreparation,Supine Tabletop,,,supine,twist,beginner,https://pocketyoga.com/pose/SupineBellyTwistPreparation,Supine_Tabletop
SupineBoundAngle,Supine Bound Angle,supta baddha konasana,supta baddha koṇāsana,supine,neutral,beginner,https://pocketyoga.com/pose/SupineBoundAngle,Supine_Bound_Angle_Supta_Baddha_Konasana
SupineBoundAngleExtended,Extended Supine Bound Angle,utthita supta baddha konasana,utthita supta baddha koṇāsana,supine,neutral,beginner,https://pocketyoga.com/pose/SupineBoundAngleExtended,Extended_Supine_Bound_Angle_Utthita_Supta_Baddha_Konasana
SupineFootBehindHead,Supine Leg Behind the Head,kapilasana,kapilāsana,supine,neutral,expert,https://pocketyoga.com/pose/SupineFootBehindHead,Supine_Leg_Behind_the_Head_Kapilasana
SupineHandToToe,Supine Hand to Big Toe (Preparation),,,supine,neutral,intermediate,https://pocketyoga.com/pose/SupineHandToToe,Supine_Hand_to_Big_Toe_Preparation
SupineHandToToeExtended,Extended Supine Hand to Big Toe,supta padangushthasana b,supta pādāṅguṣṭhāsana b,supine,neutral,intermediate,https://pocketyoga.com/pose/SupineHandToToeExtended,Extended_Supine_Hand_to_Big_Toe_Supta_Padangushthasana_B
SupineHandToToeFull,Supine Hand to Big Toe,supta padangushthasana a,supta pādāṅguṣṭhāsana a,supine,neutral,intermediate,https://pocketyoga.com/pose/SupineHandToToeFull,Supine_Hand_to_Big_Toe_Supta_Padangushthasana_A
SupineHandToToeRevolved,Revolved Supine Hand to Big Toe,parivritta supta padangushthasana,parivṛtta supta pādāṅguṣṭhāsana,supine,neutral,intermediate,https://pocketyoga.com/pose/SupineHandToToeRevolved,Revolved_Supine_Hand_to_Big_Toe_Parivritta_Supta_Padangushthasana
SupinePigeon,Supine Pigeon,supta kapotasana,supta kapotāsana,supine,neutral,intermediate,https://pocketyoga.com/pose/SupinePigeon,Supine_Pigeon_Supta_Kapotasana
SupineSpinalTwist,Supine Spinal Twist,supta matsyendrasana,supta matsyendrāsana,supine,twist,beginner,https://pocketyoga.com/pose/SupineSpinalTwist,Supine_Spinal_Twist_Supta_Matsyendrasana
SupineStraddle,Supine Straddle,supta samakonasana,supta samakoṇāsana,supine,balancing,intermediate,https://pocketyoga.com/pose/SupineStraddle,Supine_Straddle_Supta_Samakonasana
SupineThunderbolt,Supine Thunderbolt,supta vajrasana,supta vajrāsana,supine,backbend,expert,https://pocketyoga.com/pose/SupineThunderbolt,Supine_Thunderbolt_Supta_Vajrasana
SupineTortoise,Tortoise,kurmasana,kūrmāsana,prone,forward_bend,intermediate,https://pocketyoga.com/pose/SupineTortoise,Tortoise_Kurmasana
SupineTortoiseBind,Sleeping Tortoise,supta kurmasana,supta kūrmāsana,prone,forward_bend,expert,https://pocketyoga.com/pose/SupineTortoiseBind,Sleeping_Tortoise_Supta_Kurmasana
SupineTrivikrama,Supine Foot to Head,supta trivikramasana,supta trivikramāsana,supine,neutral,expert,https://pocketyoga.com/pose/SupineTrivikrama,Supine_Foot_to_Head_Supta_Trivikramasana
Table,Reverse Table,ardha purvottanasana,ardha pūrvottānāsana,arm_leg_support,backbend,beginner,https://pocketyoga.com/pose/Table,Reverse_Table_Ardha_Purvottanasana
TableKneeToForehead,Table with Knee to Forehead,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/TableKneeToForehead,Table_with_Knee_to_Forehead
TableLegUp,One Legged Table,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/TableLegUp,One_Legged_Table
TablePreparation,Reverse Table (Preparation),,,arm_leg_support,backbend,beginner,https://pocketyoga.com/pose/TablePreparation,Reverse_Table_Preparation
Thunderbolt,Thunderbolt,vajrasana,vajrāsana,seated,neutral,beginner,https://pocketyoga.com/pose/Thunderbolt,Thunderbolt_Vajrasana
ThunderboltTwist,Thunderbolt Twist,parivritta vajrasana,parivṛtta vajrāsana,seated,twist,beginner,https://pocketyoga.com/pose/ThunderboltTwist,Thunderbolt_Twist_Parivritta_Vajrasana
Tiger,Tiger,vyaghrasana,vyāghrāsana,arm_leg_support,backbend,beginner,https://pocketyoga.com/pose/Tiger,Tiger_Vyaghrasana
ToeSquat,Toe Squat,,,seated,neutral,beginner,https://pocketyoga.com/pose/ToeSquat,Toe_Squat
ToeStand,Toe Stand,padangushthasana,pādāṅguṣṭhāsana,seated,balancing,intermediate,https://pocketyoga.com/pose/ToeStand,Toe_Stand_Padangushthasana
ToeStandPreparation,Toe Stand (Preparation),,,seated,balancing,intermediate,https://pocketyoga.com/pose/ToeStandPreparation,Toe_Stand_Preparation
ToeStandSupported,Supported Toe Stand,,,seated,balancing,intermediate,https://pocketyoga.com/pose/ToeStandSupported,Supported_Toe_Stand
Tortoise,Firefly (Preparation),,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/Tortoise,Firefly_Preparation
TortoiseBind,Firefly II,tittibhasana b,tittibhāsana b,standing,forward_bend,expert,https://pocketyoga.com/pose/TortoiseBind,Firefly_II_Tittibhasana_B
TortoiseBindII,Firefly III,tittibhasana c,tittibhāsana c,standing,forward_bend,expert,https://pocketyoga.com/pose/TortoiseBindII,Firefly_III_Tittibhasana_C
Tree,Tree with Arms Up,vrikshasana,vṛkṣāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/Tree,Tree_with_Arms_Up_Vrikshasana
TreePrayer,Tree,vrikshasana,vṛkṣāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/TreePrayer,Tree_Vrikshasana
TreeSideBend,Tree with Side Bend,vrikshasana,vṛkṣāsana,standing,balancing,intermediate,https://pocketyoga.com/pose/TreeSideBend,Tree_with_Side_Bend_Vrikshasana
TreeToppling,Toppling Tree,patan vrikshasana,patan vṛkṣāsana,standing,balancing,expert,https://pocketyoga.com/pose/TreeToppling,Toppling_Tree_Patan_Vrikshasana
Triangle,Triangle (Preparation),,,standing,balancing,beginner,https://pocketyoga.com/pose/Triangle,Triangle_Preparation
TriangleBound,Bound Triangle,baddha trikonasana,baddha trikoṇāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/TriangleBound,Bound_Triangle_Baddha_Trikonasana
TriangleForward,Triangle,trikonasana,trikoṇāsana,standing,lateral_bend,beginner,https://pocketyoga.com/pose/TriangleForward,Triangle_Trikonasana
TriangleReverse,Reverse Triangle,viparita trikonasana,viparīta trikoṇāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/TriangleReverse,Reverse_Triangle_Viparita_Trikonasana
TriangleRevolved,Revolved Triangle,parivritta trikonasana,parivṛtta trikoṇāsana,standing,twist,intermediate,https://pocketyoga.com/pose/TriangleRevolved,Revolved_Triangle_Parivritta_Trikonasana
TrivikramaI,Standing Foot to Head,trivikramasana a,trivikramāsana a,standing,balancing,expert,https://pocketyoga.com/pose/TrivikramaI,Standing_Foot_to_Head_Trivikramasana_A
Turtle,Wind Removing,pavanamuktasana,pavanamuktāsana,supine,forward_bend,beginner,https://pocketyoga.com/pose/Turtle,Wind_Removing_Pavanamuktasana
TurtleHeadTucked,Wind Removing with Head Tucked,pavanamuktasana,pavanamuktāsana,supine,forward_bend,beginner,https://pocketyoga.com/pose/TurtleHeadTucked,Wind_Removing_with_Head_Tucked_Pavanamuktasana
UpwardDog,Upward-Facing Dog,urdhva mukha shvanasana,ūrdhva mukha śvānāsana,arm_leg_support,backbend,intermediate,https://pocketyoga.com/pose/UpwardDog,Upward_Facing_Dog_Urdhva_Mukha_Shvanasana
UpwardDogLookingUp,Upward-Facing Dog with Gaze Up,urdhva mukha shvanasana,ūrdhva mukha śvānāsana,arm_leg_support,backbend,intermediate,https://pocketyoga.com/pose/UpwardDogLookingUp,Upward_Facing_Dog_with_Gaze_Up_Urdhva_Mukha_Shvanasana
UpwardDogNeckStretch,Upward-Facing Dog with Neck Stretch,,,arm_leg_support,backbend,intermediate,https://pocketyoga.com/pose/UpwardDogNeckStretch,Upward_Facing_Dog_with_Neck_Stretch
Visvamitra,Supported Sage Visvamitra's,vishvamitrasana,viśvāmitrāsana,arm_leg_support,balancing,expert,https://pocketyoga.com/pose/Visvamitra,Supported_Sage_Visvamitra_s_Vishvamitrasana
VisvamitraFull,Sage Visvamitra's,vishvamitrasana,viśvāmitrāsana,arm_leg_support,balancing,expert,https://pocketyoga.com/pose/VisvamitraFull,Sage_Visvamitra_s_Vishvamitrasana
VisvamitraKneeling,Sage Visvamitra's on the Knee,ardha vishvamitrasana,ardha viśvāmitrāsana,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/VisvamitraKneeling,Sage_Visvamitra_s_on_the_Knee_Ardha_Vishvamitrasana
WarriorHumble,Humble Warrior,baddha virabhadrasana,baddha vīrabhadrāsana,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WarriorHumble,Humble_Warrior_Baddha_Virabhadrasana
WarriorHumblePreparation,Warrior I with Hands Interlaced,,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WarriorHumblePreparation,Warrior_I_with_Hands_Interlaced
WarriorI,Warrior I,virabhadrasana a,vīrabhadrāsana a,standing,balancing,beginner,https://pocketyoga.com/pose/WarriorI,Warrior_I_Virabhadrasana_A
WarriorICactusArms,Warrior I with Cactus Arms,,,standing,backbend,intermediate,https://pocketyoga.com/pose/WarriorICactusArms,Warrior_I_with_Cactus_Arms
WarriorIEagle,Warrior I with Eagle Arms,,,standing,balancing,intermediate,https://pocketyoga.com/pose/WarriorIEagle,Warrior_I_with_Eagle_Arms
WarriorIEagleBackbend,Warrior I with Eagle Arm Backbend,,,standing,backbend,intermediate,https://pocketyoga.com/pose/WarriorIEagleBackbend,Warrior_I_with_Eagle_Arm_Backbend
WarriorIEagleForward,Warrior I Halfway Fold with Eagle Arms,,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WarriorIEagleForward,Warrior_I_Halfway_Fold_with_Eagle_Arms
WarriorIForward,Warrior I Halfway Fold,,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WarriorIForward,Warrior_I_Halfway_Fold
WarriorIHandsOnHips,Warrior I with Hands on Hips,,,standing,balancing,beginner,https://pocketyoga.com/pose/WarriorIHandsOnHips,Warrior_I_with_Hands_on_Hips
WarriorIHandsOnHipsForward,Warrior I Halfway Fold with Hands on Hips,,,standing,forward_bend,beginner,https://pocketyoga.com/pose/WarriorIHandsOnHipsForward,Warrior_I_Halfway_Fold_with_Hands_on_Hips
WarriorII,Warrior II,virabhadrasana b,vīrabhadrāsana b,standing,balancing,beginner,https://pocketyoga.com/pose/WarriorII,Warrior_II_Virabhadrasana_B
WarriorIIForward,Side Angle,parshvakonasana,pārśvakoṇāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/WarriorIIForward,Side_Angle_Parshvakonasana
WarriorIIForwardArmForward,Extended Side Angle,utthita parshvakonasana,utthita pārśvakoṇāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/WarriorIIForwardArmForward,Extended_Side_Angle_Utthita_Parshvakonasana
WarriorIII,Warrior III,virabhadrasana c,vīrabhadrāsana c,standing,balancing,expert,https://pocketyoga.com/pose/WarriorIII,Warrior_III_Virabhadrasana_C
WarriorIIIAirplane,Warrior III with Airplane Arms,virabhadrasana c,vīrabhadrāsana c,standing,balancing,intermediate,https://pocketyoga.com/pose/WarriorIIIAirplane,Warrior_III_with_Airplane_Arms_Virabhadrasana_C
WarriorIIIEagle,Warrior III with Eagle Arms,,,standing,balancing,intermediate,https://pocketyoga.com/pose/WarriorIIIEagle,Warrior_III_with_Eagle_Arms
WarriorIIIPrayer,Warrior III with Prayer Hands,,,standing,balancing,intermediate,https://pocketyoga.com/pose/WarriorIIIPrayer,Warrior_III_with_Prayer_Hands
WarriorIIReverse,Reverse Warrior,viparita virabhadrasana,viparīta vīrabhadrāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/WarriorIIReverse,Reverse_Warrior_Viparita_Virabhadrasana
WarriorIKneeling,Crescent Lunge on the Knee,anjaneyasana,añjaneyāsana,standing,balancing,beginner,https://pocketyoga.com/pose/WarriorIKneeling,Crescent_Lunge_on_the_Knee_Anjaneyasana
WarriorILookingUp,Warrior I with Gaze Up,virabhadrasana a,vīrabhadrāsana a,standing,balancing,beginner,https://pocketyoga.com/pose/WarriorILookingUp,Warrior_I_with_Gaze_Up_Virabhadrasana_A
WarriorPrayer,Warrior I with Prayer Hands,,,standing,balancing,beginner,https://pocketyoga.com/pose/WarriorPrayer,Warrior_I_with_Prayer_Hands
WarriorTwist,Revolved Warrior,,,standing,twist,intermediate,https://pocketyoga.com/pose/WarriorTwist,Revolved_Warrior
WarriorTwistExtended,Revolved Warrior with Arms Extended,,,standing,twist,intermediate,https://pocketyoga.com/pose/WarriorTwistExtended,Revolved_Warrior_with_Arms_Extended
WarriorTwistExtendedBound,Bound Revolved Side Angle,parivritta baddha parshvakonasana,parivṛtta baddha pārśvakoṇāsana,standing,twist,expert,https://pocketyoga.com/pose/WarriorTwistExtendedBound,Bound_Revolved_Side_Angle_Parivritta_Baddha_Parshvakonasana
Wheel,Wheel,urdhva dhanurasana,ūrdhva dhanurāsana,arm_leg_support,backbend,expert,https://pocketyoga.com/pose/Wheel,Wheel_Urdhva_Dhanurasana
WheelHeadDown,Half Wheel,ardha urdhva dhanurasana,ardha ūrdhva dhanurāsana,arm_leg_support,backbend,intermediate,https://pocketyoga.com/pose/WheelHeadDown,Half_Wheel_Ardha_Urdhva_Dhanurasana
WheelLegUp,One Legged Wheel,eka pada urdhva dhanurasana,eka pāda ūrdhva dhanurāsana,arm_leg_support,balancing,expert,https://pocketyoga.com/pose/WheelLegUp,One_Legged_Wheel_Eka_Pada_Urdhva_Dhanurasana
WheelPreparation,Wheel (Preparation),,,arm_leg_support,backbend,beginner,https://pocketyoga.com/pose/WheelPreparation,Wheel_Preparation
WideLeggedForwardBendHalfWay,Wide Legged Forward Bend I (Preparation),,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendHalfWay,Wide_Legged_Forward_Bend_I_Preparation
WideLeggedForwardBendI,Wide Legged Forward Bend I,prasarita padottanasana a,prasārita pādottānāsana a,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendI,Wide_Legged_Forward_Bend_I_Prasarita_Padottanasana_A
WideLeggedForwardBendII,Wide Legged Forward Bend II,prasarita padottanasana b,prasārita pādottānāsana b,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendII,Wide_Legged_Forward_Bend_II_Prasarita_Padottanasana_B
WideLeggedForwardBendIII,Wide Legged Forward Bend III,prasarita padottanasana c,prasārita pādottānāsana c,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendIII,Wide_Legged_Forward_Bend_III_Prasarita_Padottanasana_C
WideLeggedForwardBendIV,Wide Legged Forward Bend IV,prasarita padottanasana d,prasārita pādottānāsana d,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendIV,Wide_Legged_Forward_Bend_IV_Prasarita_Padottanasana_D
WideLeggedForwardBendIVPreparation,Wide Legged Forward Bend IV (Preparation),,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendIVPreparation,Wide_Legged_Forward_Bend_IV_Preparation
WideLeggedForwardBendReversePrayer,Wide Legged Forward Bend with Reverse Prayer Hands,,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendReversePrayer,Wide_Legged_Forward_Bend_with_Reverse_Prayer_Hands
WideLeggedForwardBendRevolved,Revolved Wide Legged Forward Bend,parivritta prasarita padottanasana,parivṛtta prasārita pādottānāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendRevolved,Revolved_Wide_Legged_Forward_Bend_Parivritta_Prasarita_Padottanasana
WideLeggedForwardBendSide,Side Wide Legged Forward Bend,parshva prasarita padottanasana,pārśva prasārita pādottānāsana,standing,lateral_bend,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendSide,Side_Wide_Legged_Forward_Bend_Parshva_Prasarita_Padottanasana
WideLeggedForwardBendTwist,Wide Legged Forward Bend Twist,parivritta prasarita padottanasana,parivṛtta prasārita pādottānāsana,standing,twist,intermediate,https://pocketyoga.com/pose/WideLeggedForwardBendTwist,Wide_Legged_Forward_Bend_Twist_Parivritta_Prasarita_Padottanasana
WildThing,Wild Thing,chamatkarasana,camatkārāsana,arm_leg_support,backbend,intermediate,https://pocketyoga.com/pose/WildThing,Wild_Thing_Chamatkarasana
WildThingForearm,Wild Thing on the Forearm,,,arm_leg_support,backbend,intermediate,https://pocketyoga.com/pose/WildThingForearm,Wild_Thing_on_the_Forearm
WindRemovingHalf,One Legged Wind Removing,eka pada pavanamuktasana,eka pāda pavanamuktāsana,supine,forward_bend,beginner,https://pocketyoga.com/pose/WindRemovingHalf,One_Legged_Wind_Removing_Eka_Pada_Pavanamuktasana
WindRemovingHalfHeadTucked,One Legged Wind Removing with Knee to Forehead,eka pada pavanamuktasana,eka pāda pavanamuktāsana,supine,forward_bend,beginner,https://pocketyoga.com/pose/WindRemovingHalfHeadTucked,One_Legged_Wind_Removing_with_Knee_to_Forehead_Eka_Pada_Pavanamuktasana
YogicSleep,Sleeping Yogi,yoga nidrasana,yoga nidrāsana,supine,forward_bend,expert,https://pocketyoga.com/pose/YogicSleep,Sleeping_Yogi_Yoga_Nidrasana
